1,1,2014,0,82,24
2,1,2014,1,73,32
3,1,2014,2,64,40
4,1,2014,3,54,53
5,1,2014,4,40,61
6,1,2014,5,30,70
7,1,2014,6,24,82
8,1,2014,0,85,22
9,1,2014,1,75,34
10,1,2014,2,64,42
11,1,2014,3,52,54
12,1,2014,4,40,64
13,1,2014,5,35,70
14,1,2014,6,24,83
15,1,2014,0,81,24
16,1,2014,1,73,35
17,1,2014,2,60,41
18,1,2014,3,51,52
19,1,2014,4,42,62
20,1,2014,5,31,74
21,1,2014,6,22,81
22,1,2014,0,85,24
23,1,2014,1,70,33
24,1,2014,2,61,40
25,1,2014,3,51,52
26,1,2014,4,41,61
27,1,2014,5,30,71
28,1,2014,6,21,80
29,1,2014,0,81,20
30,1,2014,1,73,35
1,2,2014,2,60,41
2,2,2014,3,55,54
3,2,2014,4,43,63
4,2,2014,5,31,75
5,2,2014,6,24,82
6,2,2014,0,80,23
7,2,2014,1,73,34
8,2,2014,2,61,41
9,2,2014,3,51,51
10,2,2014,4,42,62
11,2,2014,5,35,72
12,2,2014,6,23,80
13,2,2014,0,84,20
14,2,2014,1,74,32
15,2,2014,2,65,44
16,2,2014,3,55,53
17,2,2014,4,44,63
18,2,2014,5,34,70
19,2,2014,6,23,83
20,2,2014,0,83,22
21,2,2014,1,70,33
22,2,2014,2,65,44
23,2,2014,3,54,53
24,2,2014,4,41,60
25,2,2014,5,33,72
26,2,2014,6,22,85
27,2,2014,0,83,21
28,2,2014,1,71,35
29,2,2014,2,62,40
30,2,2014,3,54,55
1,3,2014,4,42,64
2,3,2014,5,35,72
3,3,2014,6,22,80
4,3,2014,0,84,21
5,3,2014,1,71,31
6,3,2014,2,61,40
7,3,2014,3,52,53
8,3,2014,4,40,61
9,3,2014,5,31,72
10,3,2014,6,25,81
11,3,2014,0,82,25
12,3,2014,1,71,31
13,3,2014,2,62,42
14,3,2014,3,52,55
15,3,2014,4,41,62
16,3,2014,5,33,72
17,3,2014,6,20,84
18,3,2014,0,84,22
19,3,2014,1,73,30
20,3,2014,2,60,41
21,3,2014,3,52,55
22,3,2014,4,40,65
23,3,2014,5,35,74
24,3,2014,6,24,83
25,3,2014,0,80,21
26,3,2014,1,74,31
27,3,2014,2,64,40
28,3,2014,3,52,54
29,3,2014,4,44,64
30,3,2014,5,30,72
1,4,2014,6,24,81
2,4,2014,0,82,21
3,4,2014,1,70,30
4,4,2014,2,60,42
5,4,2014,3,51,55
6,4,2014,4,42,61
7,4,2014,5,35,70
8,4,2014,6,24,82
9,4,2014,0,82,21
10,4,2014,1,70,33
11,4,2014,2,63,41
12,4,2014,3,52,53
13,4,2014,4,45,62
14,4,2014,5,33,70
15,4,2014,6,25,84
16,4,2014,0,85,25
17,4,2014,1,73,35
18,4,2014,2,63,41
19,4,2014,3,50,53
20,4,2014,4,42,61
21,4,2014,5,32,75
22,4,2014,6,22,84
23,4,2014,0,84,24
24,4,2014,1,70,32
25,4,2014,2,63,41
26,4,2014,3,54,53
27,4,2014,4,42,60
28,4,2014,5,31,74
29,4,2014,6,22,80
30,4,2014,0,85,25
1,5,2014,1,75,32
2,5,2014,2,60,41
3,5,2014,3,53,51
4,5,2014,4,40,60
5,5,2014,5,34,73
6,5,2014,6,21,83
7,5,2014,0,80,25
8,5,2014,1,71,35
9,5,2014,2,65,40
10,5,2014,3,53,50
11,5,2014,4,41,60
12,5,2014,5,33,73
13,5,2014,6,21,84
14,5,2014,0,81,24
15,5,2014,1,71,31
16,5,2014,2,60,41
17,5,2014,3,54,52
18,5,2014,4,42,61
19,5,2014,5,31,72
20,5,2014,6,22,81
21,5,2014,0,84,23
22,5,2014,1,72,35
23,5,2014,2,62,40
24,5,2014,3,50,51
25,5,2014,4,41,63
26,5,2014,5,33,74
27,5,2014,6,23,82
28,5,2014,0,81,25
29,5,2014,1,72,33
30,5,2014,2,61,43
1,6,2014,3,53,54
2,6,2014,4,42,62
3,6,2014,5,34,75
4,6,2014,6,25,81
5,6,2014,0,84,24
6,6,2014,1,73,35
7,6,2014,2,61,45
8,6,2014,3,55,52
9,6,2014,4,41,64
10,6,2014,5,34,75
11,6,2014,6,21,80
12,6,2014,0,82,25
13,6,2014,1,70,35
14,6,2014,2,64,40
15,6,2014,3,51,54
16,6,2014,4,40,60
17,6,2014,5,31,75
18,6,2014,6,22,82
19,6,2014,0,84,20
20,6,2014,1,71,31
21,6,2014,2,60,44
22,6,2014,3,53,50
23,6,2014,4,44,60
24,6,2014,5,35,72
25,6,2014,6,21,80
26,6,2014,0,80,23
27,6,2014,1,75,31
28,6,2014,2,61,41
29,6,2014,3,55,51
30,6,2014,4,40,61
1,7,2014,5,35,73
2,7,2014,6,23,85
3,7,2014,0,80,20
4,7,2014,1,71,30
5,7,2014,2,64,42
6,7,2014,3,51,53
7,7,2014,4,42,63
8,7,2014,5,33,72
9,7,2014,6,23,84
10,7,2014,0,80,25
11,7,2014,1,74,34
12,7,2014,2,63,41
13,7,2014,3,52,52
14,7,2014,4,44,64
15,7,2014,5,30,74
16,7,2014,6,23,82
17,7,2014,0,82,20
18,7,2014,1,73,33
19,7,2014,2,60,45
20,7,2014,3,53,51
21,7,2014,4,42,65
22,7,2014,5,35,72
23,7,2014,6,21,80
24,7,2014,0,83,24
25,7,2014,1,72,32
26,7,2014,2,65,44
27,7,2014,3,51,54
28,7,2014,4,42,61
29,7,2014,5,34,71
30,7,2014,6,25,80
1,8,2014,0,84,21
2,8,2014,1,70,32
3,8,2014,2,64,43
4,8,2014,3,51,54
5,8,2014,4,41,63
6,8,2014,5,32,70
7,8,2014,6,21,85
8,8,2014,0,82,23
9,8,2014,1,71,30
10,8,2014,2,60,45
11,8,2014,3,55,52
12,8,2014,4,45,63
13,8,2014,5,32,71
14,8,2014,6,20,81
15,8,2014,0,80,22
16,8,2014,1,75,32
17,8,2014,2,65,42
18,8,2014,3,55,50
19,8,2014,4,42,60
20,8,2014,5,30,74
21,8,2014,6,23,81
22,8,2014,0,80,22
23,8,2014,1,75,30
24,8,2014,2,64,42
25,8,2014,3,52,52
26,8,2014,4,45,60
27,8,2014,5,34,74
28,8,2014,6,23,80
29,8,2014,0,85,21
30,8,2014,1,74,31
1,9,2014,2,62,43
2,9,2014,3,52,55
3,9,2014,4,42,61
4,9,2014,5,35,72
5,9,2014,6,21,83
6,9,2014,0,84,20
7,9,2014,1,75,31
8,9,2014,2,63,42
9,9,2014,3,55,55
10,9,2014,4,41,61
11,9,2014,5,31,70
12,9,2014,6,25,85
13,9,2014,0,80,20
14,9,2014,1,75,30
15,9,2014,2,60,44
16,9,2014,3,52,51
17,9,2014,4,40,63
18,9,2014,5,30,73
19,9,2014,6,24,82
20,9,2014,0,82,21
21,9,2014,1,75,30
22,9,2014,2,65,45
23,9,2014,3,55,52
24,9,2014,4,42,63
25,9,2014,5,33,75
26,9,2014,6,23,80
27,9,2014,0,84,25
28,9,2014,1,70,35
29,9,2014,2,65,41
30,9,2014,3,52,55
1,10,2014,4,43,62
2,10,2014,5,35,73
3,10,2014,6,21,81
4,10,2014,0,82,24
5,10,2014,1,74,33
6,10,2014,2,62,41
7,10,2014,3,52,52
8,10,2014,4,44,62
9,10,2014,5,32,70
10,10,2014,6,24,82
11,10,2014,0,80,22
12,10,2014,1,74,35
13,10,2014,2,63,44
14,10,2014,3,52,50
15,10,2014,4,40,62
16,10,2014,5,35,75
17,10,2014,6,25,85
18,10,2014,0,82,23
19,10,2014,1,73,30
20,10,2014,2,60,40
