1,1,2014,0,21,14
2,1,2014,1,43,35
3,1,2014,2,60,67
4,1,2014,3,84,73
5,1,2014,4,62,70
6,1,2014,5,44,30
7,1,2014,6,23,14
8,1,2014,0,24,15
9,1,2014,1,40,32
10,1,2014,2,62,67
11,1,2014,3,83,75
12,1,2014,4,65,65
13,1,2014,5,44,33
14,1,2014,6,22,14
15,1,2014,0,24,15
16,1,2014,1,41,30
17,1,2014,2,65,69
18,1,2014,3,85,72
19,1,2014,4,61,70
20,1,2014,5,40,33
21,1,2014,6,20,12
22,1,2014,0,22,11
23,1,2014,1,43,35
24,1,2014,2,60,69
25,1,2014,3,81,75
26,1,2014,4,65,70
27,1,2014,5,40,34
28,1,2014,6,20,11
29,1,2014,0,21,15
30,1,2014,1,44,32
1,2,2014,2,61,66
2,2,2014,3,83,75
3,2,2014,4,60,67
4,2,2014,5,40,35
5,2,2014,6,21,13
6,2,2014,0,25,15
7,2,2014,1,44,31
8,2,2014,2,62,68
9,2,2014,3,83,75
10,2,2014,4,62,65
11,2,2014,5,41,32
12,2,2014,6,24,15
13,2,2014,0,22,10
14,2,2014,1,42,31
15,2,2014,2,64,67
16,2,2014,3,85,71
17,2,2014,4,65,67
18,2,2014,5,43,30
19,2,2014,6,25,15
20,2,2014,0,24,15
21,2,2014,1,45,34
22,2,2014,2,60,66
23,2,2014,3,80,74
24,2,2014,4,63,65
25,2,2014,5,42,30
26,2,2014,6,22,13
27,2,2014,0,22,14
28,2,2014,1,42,34
29,2,2014,2,63,65
30,2,2014,3,81,74
1,3,2014,4,61,68
2,3,2014,5,44,32
3,3,2014,6,20,12
4,3,2014,0,20,11
5,3,2014,1,42,33
6,3,2014,2,62,65
7,3,2014,3,85,75
8,3,2014,4,60,65
9,3,2014,5,42,30
10,3,2014,6,24,11
11,3,2014,0,25,12
12,3,2014,1,45,31
13,3,2014,2,65,68
14,3,2014,3,83,74
15,3,2014,4,60,69
16,3,2014,5,41,33
17,3,2014,6,25,10
18,3,2014,0,20,13
19,3,2014,1,44,32
20,3,2014,2,65,70
21,3,2014,3,84,72
22,3,2014,4,64,65
23,3,2014,5,41,35
24,3,2014,6,22,15
